index,label,text
373,promo,Flat 15% discount on all shopping. Code: DISCOUNT15.
374,smish,You have won 5000 TK prize from Nagad account! Click here for details: [https://t.me/NagadPrizeBot2](https://t.me/NagadPrizeBot2)
375,normal,How is your work going?
376,smish,"◆ If qualified, you can earn online by teaching. Contact User-10381381741225860264."
377,normal,"Your package delivery will be today, call 01987654321 for more info."
378,normal,How are you?
379,normal,How are you?
380,promo,"Follow the election code of conduct, assist in free and fair elections - Bangladesh Election Commission"
381,smish,Win signed gloves by Mashrafe by betting at the casino. Start now: xini.eu/00Qe
382,promo,Free delivery on all orders. Limited time.
383,smish,Reset your password immediately. Click here: \[passwordreset.org/ResetBD]
384,promo,"100 TK cashback! 31GB+450min\@399TK 30 days, get now: cutt.ly/2wQlYv6U"
385,promo,Offers galore! Buy now at 20% off on your favorite clothes. Only for today!
386,promo,"5GB+150 minutes 130TK (30 days), dial *121*5205# or [https://mygp.li/a0](https://mygp.li/a0)"
387,smish,Unknown transaction detected in your bank account. Click here for details: [http://bit.ly/UnknownTxn](http://bit.ly/UnknownTxn)
388,smish,"Dear customer, click the link below to get 10GB internet and 100 free minutes on your number"
389,promo,"Special deal last day, 30GB @300TK, 30 days! Get now- cutt.ly/jwkuSC76"
390,normal,"Hello, how are you?"
391,smish,"10,000 TK deposited in Sonali Bank account. Click here for details: [https://wa.me/8801817788990](https://wa.me/8801817788990)"
392,normal,Are you thinking?
393,normal,Send Bkash to 01927283765 quickly.
394,promo,Special discount for new customers. Register today.
395,promo,Special discount: 5% off all laptops. Limited stock.
396,smish,"8,200 free bonus! Chance to win 85,000. [https://cutt.ly/Cr1ket](https://cutt.ly/Cr1ket)"
397,normal,Are you going by train?
398,promo,Bonus with 8GB-120TK-30 days. Dial *121*5072# or [https://mygp.li/mo](https://mygp.li/mo)
399,normal,How are you?
400,normal,Hard work is the path to success.
401,smish,"If you work with Meta pro space, inbox us. Only 6 dollar Bangla or TK 750 to open an account and earn lifetime income. Monthly salary, 5 line free income, slot income. Buy 2 programs with 12 dollar Bangla or TK 1500 within June 30 and get 0.05 bnb MPS NFT free, worth 29 dollar free. Total Bangla TK 3625. Don’t miss this opportunity. Only accounts opened by June 30 will get it. Don’t wait, open your account now."
402,smish,"Invest TK 2,000 and get TK 4,000 in 5 minutes! Call now: +8801714567890"
403,normal,Send TK 200 to this number via Rocket: 01672582978
404,promo,"TK 40 cashback! 46GB@TK 458, 30 days, grab it now: cutt.ly/GwWYCCfJ"
405,normal,Happy October!
406,normal,"You are very strong, you can do it."
407,smish,Update your Sonali Bank account here: https://wa.me/8801812122234
408,smish,"Your son is in trouble, urgently send money to this number"
409,normal,Are you going to the garden?
410,normal,I want to give time to the most beautiful family work.
411,smish,"An error has occurred in your Sonali Bank account. For urgent details, click here: https://wa.me/8801819876543"
412,promo,"Limited time offer! 40GB (with bonus) for TK 500, 30 days. Dial *121*5049# or visit mygp.li/mo"
413,smish,"Dear citizens! (COVID-19) Government will provide TK 2,500 aid. To receive the money, contact the number below: 01810559231"
414,normal,"Being a businessman is not a crime, but using political influence to do business is a big crime. Because most of these businessmen’s earnings come from sucking the blood of common people. — Redwan Masud"
415,normal,How’s your day going?
416,normal,I want to read many books this year.
417,normal,I was introduced as a special person and given a solution with greatness and importance.
418,smish,Urgent message from Sonali Bank for you. Click here for details: https://wa.me/8801816677889
419,promo,"Sheikh Hasina government’s success: Farmer-friendly policy reduced fertilizer prices—TSP from TK 80 to 27, DAP from TK 90 to 21, and MOP from TK 70 to 20."
420,smish,"You have won TK 5,000 from Nagad account! Click here for details: https://t.me/NagadWinBot"
421,promo,"Best offer with TK 200 cashback: 61GB+1000min@TK 699, 30 days: cutt.ly/FwQhpKHc"
422,promo,"30GB @TK 300, 30 days! Go full-on interneting now: cutt.ly/jwkuSC76"
423,smish,Easy way to earn TK 200–300 daily! Click here: https://t.me/DailyEarn_Money_bot?start=r06862137946
424,promo,25% discount on all outfits this new season. Start shopping today.
425,smish,bKash account has been blocked. Call +8801718899001 to reactivate.
426,promo,"Now more data with TK 25 cashback! 50GB@TK 473, 30 days: cutt.ly/zwTmxzpd"
427,smish,"Your number has won a prize. For details, call +8801713344556"
428,normal,Seems I can’t say anything.
429,normal,Send money to this number via Rocket: 01927283792
430,promo,"TK 100 cashback century! 30GB+500min @TK 399, 30 days: cutt.ly/AwkY4L2C"
431,promo,Offer: 10% cashback on all electronics. Use code: ELEC10.
432,smish,Click here to verify your mobile number: [mobilesecure.com/VerifyBD]
433,normal,Happy Birthday!
434,normal,Send the money via bKash or Rocket to this number: 017291828181
435,normal,What will you do?
436,promo,Men’s World Bashundhara City new branch opening – flat 30% off! cutt.ly/fmw
437,smish,Earn TK 500–700 daily with a new SIM! Inbox for details.
438,normal,Happy Pahela Boishakh!
439,smish,Get a chance to lunch with Shakib by betting on cricket! Start here: ebayisapidlld.altervista.org/
440,smish,Watch ads and earn TK 200–300 daily! Join here https://adswork-bd.com/register?ref=140639 100% trusted site. You can work free.
441,normal,Call this number: 01672573848
442,normal,"Everything will be alright, stay strong."
443,promo,"TK 45 cashback! 46GB @ TK 453, 30 days, grab it now: cutt.ly/4wQzxdl1"
444,smish,Win a new bike! Join our survey at www.face3b00kurl.com.
445,smish,🤑Earn TK 400–500 daily 💸 in just 5 minutes. Link has all details 🤗 🗣️ Telegram required 💁🏼 https://t.me/Referincomebd4536_bot?start=r05291672775
446,promo,Grab your favorite Skitto packs from bKash app now: cutt.ly/Zwcqh6YQ
447,normal,"Don’t be upset, I am here for you."
448,smish,Win free match tickets with Shakib Al Hasan by betting on IPL today. Click here: xini.eu/00Qe
449,smish,Update your Facebook profile here: [facebookprofile.com/UpdateBD]
450,normal,Send money to this number via Rocket: 01729173862
451,promo,3GB with bonus - TK60 - 3 days. Dial *121*5699# or https://mygp.li/mo
452,promo,Up to 30% discount on your favorite brand! Offer for a limited time only.
453,promo,"Applications are being invited online for the 'Sheikh Russel Award' from Bangladeshi children under 18 years and related institutions. Application deadline is May 20, 2023. Details: www.award.sheikhrussel.gov.bd"
454,smish,"From this, after every task you will get TK1200,,, You don't need to invest any money to do this job, you can do this job for free."
455,smish,"Invest TK100,000 and get TK200,000! Call: +8801919899901"
456,smish,"
Golden opportunity for unemployed youth, housewives, retired persons to earn a lot of money online at home in a short time"
457,smish,Update your debit card immediately. Click here: [debitcardupdate.com/UpdateBD]
458,normal,"You are amazing, believe in yourself."
459,smish,"Win TK100,000 prize in 1 minute. Play online quiz at home and win TK100,000 prize. Just answer 3 questions correctly and win TK100,000 prize. Questions will change your life. Just watching is not enough, you have to play. How will you win prize without playing quiz? visit: https://lnkd.in/gmvCtjH7"
460,promo,"Pro-level internet pocket saving - 3GB@TK98, 7 days cutt.ly/9wEyjoLc"
461,smish,IPL special offer! Start betting today and win a free smartphone: phlebolog.com.ua/libraries/joomla/results.php
462,normal,I drank a coffee in the morning.
463,normal,How was today's meeting?
464,smish,"Dear user, you have won a free concert ticket. Reply 'CONCERT' to this message."
465,promo,Up to 30% discount on your favorite brand! Offer for a limited time only.
466,promo,25% discount on all clothes in the new season. Shop today.
467,normal,What will you cook today?
468,normal,"This is Rakib's number, 01763839854 call him."
469,normal,Send urgent money to this number 01738273828.
470,smish,💖 Do you want to learn free work? Do you want to earn alongside work? You can earn 400 to 500 TK daily? Then why delay? Contact now: 01722672391
471,normal,"Your due is TK800/-, please pay quickly."
472,smish,Call to update your driving license +8801815566778
473,normal,Hope your day goes well!
474,normal,I can't be with you today. I am by your side.
475,normal,A new house is coming to the home.
476,smish,Call to recharge your mobile: +8801812233445
477,promo,"Lee Cooper London's Winter Collection Moccasin shoes, polo shirts, jeans Hurry up"
478,normal,Eid Mubarak!
479,smish,"TK5,000 has been deposited in Nagad account. Click here for details: https://t.me/NagadFundsBot"
480,promo,8GB with bonus - TK120 - 30 days. Dial *121*5072# or https://mygp.li/mo
481,promo,"Invest in 'Navana Highland', a planned city adjacent to Asian Highway in Purbachal. High and red soil. Installment facility available – 01708466471"
482,promo,10 years ago today your journey with Grameenphone started. Hope the coming days will be more beautiful and promising.
483,smish,Earn money from mobile at home! Click once to know details: https://refer.mslgames.com/YfrcqEcoToos53HN7
484,promo,"Success of Sheikh Hasina government: Over the past 14 years, construction of 1441 km of embankments has expanded flood control and drainage facilities over 443,000 hectares nationwide."
485,promo,Special offer: 20% discount on all children's clothes.
486,promo,"Hotspot cashback TK18! Hotspot deal 22GB@TK179, 7 days: cutt.ly/fwLo4TBP"
487,promo,"8GB (with bonus) TK123 for 15 days. Dial *121*5548#, mygp.li/mo"
488,normal,What is your favorite book? Cyclopedia. And you?
489,normal,What are you doing?
490,promo,Bangladesh Air Force is recruiting officer cadets for 89 BAF course. Details: https://joinairforce.baf.mil.bd
491,normal,Do you really like it? I like to spend a little time at home.
492,normal,What to eat? Fish curry. What do you like?
493,smish,Call to verify your bank account +8801812233445
494,normal,"Call this number 01827283873, urgent."
495,promo,"Hotspot cashback TK18! Hotspot deal 22GB@TK179, 7 days: cutt.ly/fwLo4TBP"
496,normal,Give money to Hasan's number then come.
497,smish,Opportunity to double your savings! Call: +8801715455567
498,normal,How are you?
499,smish,Change your bank account password. Please click here: http://bit.ly/ChangePassword
500,promo,"Cashback century TK100! 30GB+500MB @TK399, 30 days: cutt.ly/AwkY4L2C"
501,promo,"Only on MyGP, new SIM offer now 2GB internet for only 17 TK, valid for 7 days (maximum once per month). Visit https://mygp.li/ga"
502,normal,Do you want to come to me?
503,smish,"10,000 TK has been deposited in Nagad account. Click here for details: https://t.me/NagadDepositBot"
504,smish,"Want to earn 500 to 5000 TK daily through network marketing? I will teach you how to market for free, no money needed. First see the work, see the proof, if you like it, work. If anyone wants to work, inbox ❤️‍🩹"
505,normal,How is your day going?
506,promo,10% discount on all DVDs. Offer valid for a limited time.
507,promo,"5GB + 150 minutes 130 TK (30 days), dial *121*5205# or https://mygp.li/a0"
508,promo,100' Madani Avenue Army Housing (Jalsiri) adjacent plot 5 lakh 01894841729
509,normal,Are you going to the party?
510,smish,"You won a 5,000 TK prize from Janata Bank! Click here for details: https://t.me/JanataCashPrizeBot"
511,normal,What did you do today to pass the time?
512,promo,Special discount: 5% off all laptops. Limited stock.
513,promo,Special discount: 5% off all laptops. Limited stock.
514,smish,Login for the security of your bank account: [bankverify.org/LoginBD]
515,smish,Having trouble logging into your bank account? Click here: http://bit.ly/LoginHelp
516,promo,Special discount for new customers. Register today.
517,promo,Only today's offer! 40GB (with bonus) 500 TK 30 days. Dial *121*5049# or mygp.li/mo
518,smish,"10,000 TK has been deposited in Nagad account. Call for details: +8801817677789"
519,promo,7GB with bonus - 130 TK - 30 days. Dial *121*5469# or visit mygp.li/mo
520,normal,Are you watching a game?
521,smish,Click here to verify your email address: [emailsecure.net/VerifyBD]
522,smish,Special offer on Bitcoin! Login now: http://bit.ly/BitcoinOffer
523,smish,"Dear student, Congratulations on passing your secondary exam. Today you are the future of Bangladesh, we await you. Comilla City College (EIIN:134648) Kotbari, Comilla Mobile: 01781939370 01859412805"
524,normal,Happy Pohela Boishakh greetings and best wishes!
